tc_EventID,tc_ExpStartDatetime.UTC,tc_ExpEndDatetime.UTC,tc_ExpDurationHrs,tc_EPID,BFE_slpm,BFU_slpm,THCFlowAvg_slpm,THCFlowUncertainty_slpm,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpEPCount,tc_EquipmentUnitID,tc_EquipmentGroupID
20240303_0000_002,2024-03-03T00:00:09Z,2024-03-03T00:00:36Z,0.0075,4W-32,22.57,0.12,22.07,0.47,858.5136,15.850800000000003,3,4W-3,4W
20240303_0000_003,2024-03-03T02:00:38Z,2024-03-03T06:00:38Z,4,4W-33,17.06,0.37,16.68,0.5,649.0260000000001,17.9928,2,4W-3,4W
20240303_0000_004,2024-03-03T02:00:38Z,2024-03-03T06:00:38Z,4,5S-35,8.97,0.5,8.77,0.52,341.0064,20.1348,2,5S-3,5S
20240303_0000_005,2024-03-03T02:00:38Z,2024-03-03T06:00:37Z,3.999722222222222,5W-34,8.62,0.3,8.43,0.34,327.726,12.852,1,5W-3,5W
20240303_0000_006,2024-03-03T02:00:39Z,2024-03-03T06:00:38Z,3.999722222222222,4S-12,9.37,0.52,9.16,0.54,356.4288,20.563200000000002,1,4S-1,4S
20240303_0000_008,2024-03-03T07:00:41Z,2024-03-03T15:00:39Z,7.999444444444444,4T-32,10.03,11.1,9.81,10.85,381.7044,422.4024,1,4T-3,4T
20240303_0000_009,2024-03-03T07:00:41Z,2024-03-03T15:00:40Z,7.999722222222222,4W-51,16.5,0.48,16.13,0.58,627.6060000000001,21.42,3,4W-5,4W
20240303_0000_010,2024-03-03T07:00:41Z,2024-03-03T15:00:40Z,7.999722222222222,5S-34,12.05,0.44,11.78,0.5,458.388,18.849600000000002,3,5S-3,5S
20240303_0000_011,2024-03-03T07:00:41Z,2024-03-03T15:00:40Z,7.999722222222222,5W-32,9.13,0.26,8.93,0.31,347.4324,11.566800000000002,3,5W-3,5W
20240303_0000_012,2024-03-03T17:00:42Z,2024-03-04T00:00:09Z,6.990833333333334,4T-11,6.68,0.24,6.53,0.27,254.0412,10.281600000000001,3,4T-1,4T
20240303_0000_013,2024-03-03T17:00:42Z,2024-03-04T00:00:09Z,6.990833333333334,4W-33,17.17,0.37,16.78,0.5,653.3100000000001,17.9928,3,4W-3,4W
20240303_0000_014,2024-03-03T17:00:42Z,2024-03-04T00:00:09Z,6.990833333333334,5S-11,11.06,0.8,10.82,0.81,420.68880000000007,31.273200000000003,3,5S-1,5S
20240304_0000_000,2024-03-04T00:00:09Z,2024-03-04T00:00:41Z,0.008888888888888889,4W-33,16.87,0.1,16.49,0.35,641.7432000000001,11.995200000000002,1,4W-3,4W
20240304_0000_001,2024-03-04T00:00:09Z,2024-03-04T00:00:42Z,0.009166666666666667,4T-11,7.09,0.06,6.93,0.16,269.89200000000005,5.1408000000000005,2,4T-1,4T
20240304_0000_002,2024-03-04T00:00:09Z,2024-03-04T00:00:42Z,0.009166666666666667,5S-11,11.78,0.07,11.52,0.25,448.10640000000006,8.1396,2,5S-1,5S
20240304_0000_003,2024-03-04T03:00:45Z,2024-03-04T05:00:44Z,1.9997222222222222,5S-36,9.76,0.15,9.54,0.25,371.4228,8.568000000000001,2,5S-3,5S
20240304_0000_004,2024-03-04T03:00:45Z,2024-03-04T05:00:44Z,1.9997222222222222,5W-32,9.18,0.08,8.97,0.2,349.1460000000001,6.8544,2,5W-3,5W
20240304_0000_005,2024-03-04T03:00:46Z,2024-03-04T05:00:44Z,1.9994444444444444,4S-14,10.21,0.1,9.99,0.23,388.5588000000001,7.711200000000001,2,4S-1,4S
20240304_0000_006,2024-03-04T03:00:46Z,2024-03-04T05:00:44Z,1.9994444444444444,4T-32,11.36,8.71,11.11,8.52,432.2556,331.58160000000004,2,4T-3,4T
20240304_0000_008,2024-03-04T07:00:47Z,2024-03-04T14:00:46Z,6.999722222222222,5W-31,11.97,0.3,11.71,0.38,455.3892000000001,13.7088,3,5W-3,5W
20240304_0000_009,2024-03-04T07:00:47Z,2024-03-04T14:00:46Z,6.999722222222222,4S-12,10.02,0.28,9.79,0.34,381.27600000000007,12.4236,3,4S-1,4S
20240304_0000_010,2024-03-04T07:00:47Z,2024-03-04T14:00:46Z,6.999722222222222,4W-22,22.9,0.2,22.39,0.5,871.3656000000001,17.136000000000003,3,4W-2,4W
20240304_0000_011,2024-03-04T16:00:48Z,2024-03-04T19:00:48Z,3,5W-22,54.44,0.41,53.23,1.17,2071.314,39.412800000000004,1,5W-2,5W
20240304_0000_012,2024-03-04T16:00:49Z,2024-03-04T19:00:48Z,2.999722222222222,5S-34,19.82,0.24,19.37,0.46,753.9840000000002,16.2792,1,5S-3,5S
20240304_0000_013,2024-03-04T19:56:17Z,2024-03-04T19:57:15Z,0.01611111111111111,4S-16,14.61,0.18,14.29,0.34,556.0632,11.995200000000002,1,4S-1,4S
20240304_0000_014,2024-03-04T19:57:16Z,2024-03-04T19:58:02Z,0.012777777777777779,4S-16,24.35,0.18,23.81,0.52,926.6292,17.5644,1,4S-1,4S
20240304_0000_015,2024-03-04T19:58:07Z,2024-03-04T20:00:08Z,0.03361111111111111,4S-14,12.8,0.11,12.51,0.28,486.6624,9.424800000000001,1,4S-1,4S
20240304_0000_016,2024-03-04T20:00:09Z,2024-03-04T20:36:32Z,0.6063888888888889,4S-12,13.1,0.32,12.81,0.41,498.22920000000005,14.994000000000002,1,4S-1,4S
20240304_0000_017,2024-03-04T22:07:55Z,2024-03-04T22:09:14Z,0.021944444444444444,5S-32,80.13,0.39,78.35,1.65,3048.9228000000003,55.69200000000001,1,5S-3,5S
20240304_0000_018,2024-03-04T22:09:27Z,2024-03-04T22:10:03Z,0.01,5W-22,78.32,23.86,76.57,23.38,2979.5220000000004,909.0648000000001,1,5W-2,5W
20240304_0000_019,2024-03-04T22:10:17Z,2024-03-04T22:11:34Z,0.021388888888888888,4W-32,138.69,37.06,135.61,36.34,5277.0312,1413.2916000000002,1,4W-3,4W
20240304_0000_020,2024-03-04T22:11:47Z,2024-03-04T22:12:04Z,0.004722222222222222,4S-23,80.59,0.39,78.8,1.66,3066.4872,55.69200000000001,1,4S-2,4S
20240304_0000_021,2024-03-04T22:13:20Z,2024-03-04T22:14:27Z,0.01861111111111111,4T-12,244.57,42.01,239.13,41.37,9305.2764,1606.9284,1,4T-1,4T
20240305_0000_000,2024-03-05T00:00:09Z,2024-03-05T07:00:02Z,6.998055555555555,4S-42,15.38,0.37,15.03,0.47,585.1944,17.5644,4,4S-4,4S
20240305_0000_001,2024-03-05T00:00:09Z,2024-03-05T07:00:02Z,6.998055555555555,4T-11,4.73,0.17,4.63,0.19,179.92800000000003,7.282800000000002,4,4T-1,4T
20240305_0000_002,2024-03-05T00:00:09Z,2024-03-05T07:00:02Z,6.998055555555555,4W-33,22.67,0.23,22.17,0.51,862.7976000000001,17.5644,4,4W-3,4W
20240305_0000_003,2024-03-05T00:00:09Z,2024-03-05T07:00:02Z,6.998055555555555,5W-31,14.77,0.39,14.44,0.49,562.0608,17.9928,4,5W-3,5W
20240305_0000_004,2024-03-05T10:00:04Z,2024-03-05T15:00:03Z,4.999722222222222,4S-16,15.7,0.33,15.35,0.45,597.1896,16.2792,4,4S-1,4S
20240305_0000_005,2024-03-05T10:00:04Z,2024-03-05T15:00:03Z,4.999722222222222,4T-11,4.89,0.12,4.78,0.16,185.9256,5.5692,4,4T-1,4T
20240305_0000_006,2024-03-05T10:00:04Z,2024-03-05T15:00:03Z,4.999722222222222,4W-51,22.81,0.26,22.31,0.53,867.9384000000001,18.4212,4,4W-5,4W
20240305_0000_007,2024-03-05T10:00:04Z,2024-03-05T15:00:03Z,4.999722222222222,5W-28,15.13,0.3,14.79,0.42,575.7696,15.422400000000001,4,5W-2,5W
20240305_0000_008,2024-03-05T18:00:05Z,2024-03-05T22:00:05Z,4,4T-22,114.6,0.99,112.05,2.5,4360.2552000000005,85.2516,1,4T-2,4T
20240305_0000_009,2024-03-05T18:00:06Z,2024-03-05T22:00:04Z,3.9994444444444444,4W-22,49.75,0.4,48.64,1.07,1893.0996,36.414,1,4W-2,4W
20240306_0000_000,2024-03-06T00:00:06Z,2024-03-06T04:00:06Z,4,4W-51,22.61,0.25,22.11,0.52,860.2272,17.9928,1,4W-5,4W
20240306_0000_001,2024-03-06T00:00:06Z,2024-03-06T04:00:07Z,4.000277777777778,5S-34,20.2,0.41,19.75,0.57,768.5496000000002,20.563200000000002,1,5S-3,5S
20240306_0000_002,2024-03-06T07:00:09Z,2024-03-06T11:00:08Z,3.999722222222222,4S-42,15.61,0.26,15.26,0.4,593.7624,14.137200000000004,2,4S-4,4S
20240306_0000_003,2024-03-06T07:00:09Z,2024-03-06T11:00:08Z,3.999722222222222,5W-31,15.05,0.27,14.72,0.4,572.7708,14.565600000000003,2,5W-3,5W
20240306_0000_004,2024-03-06T07:00:10Z,2024-03-06T11:00:08Z,3.9994444444444444,4T-11,4.85,0.14,4.75,0.17,184.6404,6.426,1,4T-1,4T
20240306_0000_005,2024-03-06T13:00:11Z,2024-03-06T17:00:11Z,4,4S-41,22.15,0.88,21.66,0.97,842.6628000000001,36.8424,1,4S-4,4S
20240306_0000_006,2024-03-06T13:00:11Z,2024-03-06T17:00:10Z,3.999722222222222,4W-33,18.55,0.28,18.14,0.46,706.0032,16.2792,2,4W-3,4W
20240306_0000_007,2024-03-06T13:00:11Z,2024-03-06T17:00:10Z,3.999722222222222,5S-32,20.06,0.86,19.62,0.93,763.4088,35.5572,2,5S-3,5S
20240306_0000_008,2024-03-06T19:00:13Z,2024-03-06T22:00:13Z,3,4W-32,93.93,0.95,91.84,2.1,3573.7128000000002,72.3996,1,4W-3,4W
20240307_0000_000,2024-03-07T01:00:16Z,2024-03-07T07:00:15Z,5.999722222222222,4W-51,22.58,0.18,22.08,0.49,859.3704,16.7076,2,4W-5,4W
20240307_0000_001,2024-03-07T01:00:16Z,2024-03-07T07:00:15Z,5.999722222222222,5W-28,20.67,0.16,20.21,0.44,786.5424,14.994000000000002,2,5W-2,5W
20240307_0000_002,2024-03-07T09:00:17Z,2024-03-07T14:00:17Z,5,4S-16,18.22,0.25,17.82,0.44,693.1512,15.422400000000001,2,4S-1,4S
20240307_0000_003,2024-03-07T09:00:17Z,2024-03-07T14:00:17Z,5,4T-32,4.6,0.06,4.5,0.11,175.2156,3.8556000000000004,2,4T-3,4T
20240307_0000_004,2024-03-07T09:00:17Z,2024-03-07T14:00:16Z,4.999722222222222,5S-11,17.22,0.21,16.84,0.4,655.452,14.137200000000004,1,5S-1,5S
20240307_0000_005,2024-03-07T09:00:18Z,2024-03-07T14:00:17Z,4.999722222222222,5W-28,17.84,0.21,17.44,0.41,678.5856000000001,14.565600000000003,1,5W-2,5W
20240307_0000_006,2024-03-07T17:00:19Z,2024-03-07T22:00:18Z,4.999722222222222,4S-23,47.33,0.57,46.28,1.1,1800.9936000000002,38.12760000000001,3,4S-2,4S
20240307_0000_007,2024-03-07T17:00:19Z,2024-03-07T22:00:18Z,4.999722222222222,4W-32,49.88,0.44,48.77,1.09,1897.8120000000001,37.2708,3,4W-3,4W
20240307_0000_008,2024-03-07T17:00:19Z,2024-03-07T22:00:18Z,4.999722222222222,5S-32,50.62,0.59,49.5,1.17,1926.0864000000001,40.698,3,5S-3,5S
20240308_0000_000,2024-03-08T00:00:21Z,2024-03-08T07:00:20Z,6.999722222222222,5S-26,30.55,0.5,29.87,0.79,1162.2492,27.846000000000004,1,5S-2,5S
20240308_0000_001,2024-03-08T09:00:24Z,2024-03-08T16:00:22Z,6.999444444444444,4S-16,18.66,0.23,18.24,0.44,709.8588000000001,15.422400000000001,1,4S-1,4S
20240308_0000_002,2024-03-08T09:00:24Z,2024-03-08T16:00:23Z,6.999722222222222,5W-22,22.25,0.28,21.76,0.52,846.5184000000002,17.9928,1,5W-2,5W
20240308_0000_003,2024-03-08T19:00:25Z,2024-03-08T23:00:25Z,4,4S-41,47.47,0.74,46.42,1.19,1806.1344000000001,42.41160000000001,1,4S-4,4S
20240308_0000_004,2024-03-08T19:00:25Z,2024-03-08T23:00:24Z,3.999722222222222,5S-32,30.13,0.45,29.46,0.75,1146.3984000000003,26.560800000000004,1,5S-3,5S
20240308_0000_005,2024-03-08T19:00:26Z,2024-03-08T23:00:25Z,3.999722222222222,4T-31,60.23,0.78,58.89,1.43,2291.5116000000003,50.1228,2,4T-3,4T
20240308_0000_006,2024-03-08T19:00:26Z,2024-03-08T23:00:25Z,3.999722222222222,4W-51,26.51,0.27,25.92,0.59,1008.8820000000001,20.563200000000002,2,4W-5,4W
20240309_0000_000,2024-03-09T01:00:28Z,2024-03-09T07:00:27Z,5.999722222222222,4W-51,22.68,0.18,22.17,0.49,862.7976000000001,16.7076,2,4W-5,4W
20240309_0000_001,2024-03-09T01:00:28Z,2024-03-09T07:00:28Z,6,5S-36,13.01,0.4,12.72,0.47,494.802,17.5644,1,5S-3,5S
20240309_0000_002,2024-03-09T01:00:28Z,2024-03-09T07:00:27Z,5.999722222222222,5W-32,13.12,0.39,12.83,0.46,499.086,17.136000000000003,2,5W-3,5W
20240309_0000_003,2024-03-09T01:00:29Z,2024-03-09T07:00:28Z,5.999722222222222,4S-14,13.81,0.45,13.51,0.52,525.6468,19.278000000000002,1,4S-1,4S
20240309_0000_004,2024-03-09T09:00:29Z,2024-03-09T16:00:29Z,7,4T-11,7.23,0.26,7.07,0.29,275.0328,11.1384,1,4T-1,4T
20240309_0000_005,2024-03-09T09:00:30Z,2024-03-09T16:00:29Z,6.999722222222222,4S-42,15.65,0.54,15.3,0.61,595.4760000000001,23.133600000000005,3,4S-4,4S
20240309_0000_006,2024-03-09T09:00:30Z,2024-03-09T16:00:29Z,6.999722222222222,5S-11,15.13,0.54,14.8,0.61,575.7696,22.705200000000005,3,5S-1,5S
20240309_0000_007,2024-03-09T09:00:30Z,2024-03-09T16:00:29Z,6.999722222222222,5W-31,15.1,0.48,14.77,0.56,574.4844,20.991600000000002,3,5W-3,5W
20240309_0000_008,2024-03-09T18:00:32Z,2024-03-10T00:00:08Z,5.993333333333333,4S-16,11.82,0.17,11.55,0.29,449.39160000000004,10.281600000000001,3,4S-1,4S
20240309_0000_009,2024-03-09T18:00:32Z,2024-03-10T00:00:08Z,5.993333333333333,4T-11,2.36,0.04,2.31,0.06,89.96400000000001,2.1420000000000003,3,4T-1,4T
20240309_0000_010,2024-03-09T18:00:32Z,2024-03-10T00:00:08Z,5.993333333333333,4W-51,18.87,0.17,18.45,0.41,717.9984000000002,14.137200000000004,3,4W-5,4W
20240309_0000_011,2024-03-09T18:00:33Z,2024-03-10T00:00:08Z,5.993055555555555,5S-34,9.81,2.84,9.6,2.79,373.56480000000005,108.3852,2,5S-3,5S
20240309_0000_012,2024-03-09T18:00:33Z,2024-03-10T00:00:08Z,5.993055555555555,5W-28,11.07,0.13,10.82,0.26,421.1172,8.9964,2,5W-2,5W
20240310_0000_000,2024-03-10T00:00:08Z,2024-03-10T00:00:31Z,0.006388888888888889,4S-16,12.03,0.07,11.76,0.25,457.5312,8.568000000000001,5,4S-1,4S
20240310_0000_001,2024-03-10T00:00:08Z,2024-03-10T00:00:31Z,0.006388888888888889,4T-11,2.35,0.04,2.3,0.06,89.5356,2.1420000000000003,5,4T-1,4T
20240310_0000_002,2024-03-10T00:00:08Z,2024-03-10T00:00:31Z,0.006388888888888889,4W-51,18.73,0.11,18.32,0.39,712.8576,13.280400000000002,5,4W-5,4W
20240310_0000_003,2024-03-10T00:00:08Z,2024-03-10T00:00:31Z,0.006388888888888889,5S-34,10.93,0.06,10.69,0.23,415.97640000000007,7.711200000000001,5,5S-3,5S
20240310_0000_004,2024-03-10T00:00:08Z,2024-03-10T00:00:31Z,0.006388888888888889,5W-28,11.18,0.08,10.94,0.24,425.4012,8.1396,5,5W-2,5W
20240310_0000_005,2024-03-10T02:00:34Z,2024-03-10T03:00:34Z,1,5S-36,12.49,0.24,12.21,0.34,475.0956,12.4236,1,5S-3,5S
20240310_0000_006,2024-03-10T02:00:35Z,2024-03-10T03:00:34Z,0.9997222222222222,4W-33,22.79,0.26,22.29,0.52,867.0816,17.9928,1,4W-3,4W
20240310_0000_007,2024-03-10T04:00:37Z,2024-03-10T07:00:36Z,2.999722222222222,4T-11,4.67,0.06,4.57,0.11,177.78600000000003,3.8556000000000004,2,4T-1,4T
20240310_0000_008,2024-03-10T04:00:37Z,2024-03-10T07:00:36Z,2.999722222222222,5S-35,12.71,0.19,12.42,0.32,483.23519999999996,11.1384,2,5S-3,5S
20240310_0000_009,2024-03-10T09:00:39Z,2024-03-10T13:00:38Z,3.999722222222222,4S-23,22.55,0.34,22.05,0.56,858.0852000000001,19.706400000000002,2,4S-2,4S
20240310_0000_010,2024-03-10T09:00:39Z,2024-03-10T13:00:38Z,3.999722222222222,4T-32,4.82,0.14,4.71,0.17,183.35520000000002,6.426,2,4T-3,4T
20240310_0000_011,2024-03-10T15:00:40Z,2024-03-10T23:00:39Z,7.999722222222222,4T-11,4.41,0.17,4.31,0.19,167.93280000000001,7.282800000000002,3,4T-1,4T
20240310_0000_012,2024-03-10T15:00:40Z,2024-03-10T23:00:39Z,7.999722222222222,4W-33,22.46,0.19,21.96,0.49,854.658,16.7076,3,4W-3,4W
20240310_0000_013,2024-03-10T15:00:40Z,2024-03-10T23:00:39Z,7.999722222222222,5S-35,11.04,2.32,10.8,2.28,420.26040000000006,88.6788,3,5S-3,5S
20240311_0000_000,2024-03-11T02:00:42Z,2024-03-11T06:00:41Z,3.999722222222222,4W-51,22.71,0.21,22.2,0.5,864.0828000000001,17.136000000000003,1,4W-5,4W
20240311_0000_001,2024-03-11T02:00:42Z,2024-03-11T06:00:40Z,3.9994444444444444,4S-42,18.09,0.46,17.69,0.57,688.4388,20.991600000000002,1,4S-4,4S
20240311_0000_002,2024-03-11T08:00:44Z,2024-03-11T14:00:44Z,6,5S-36,9.41,0.12,9.2,0.22,358.1424,7.711200000000001,2,5S-3,5S
20240311_0000_003,2024-03-11T08:00:44Z,2024-03-11T14:00:43Z,5.999722222222222,5W-28,8.83,0.08,8.63,0.19,335.86560000000003,6.8544,3,5W-2,5W
20240311_0000_004,2024-03-11T08:00:44Z,2024-03-11T14:00:44Z,6,4T-32,2.46,0.04,2.4,0.06,93.39120000000001,2.1420000000000003,2,4T-3,4T
20240311_0000_005,2024-03-11T08:00:44Z,2024-03-11T14:00:43Z,5.999722222222222,4S-16,12.91,0.14,12.62,0.29,490.9464000000001,10.281600000000001,3,4S-1,4S
20240311_0000_006,2024-03-11T08:00:44Z,2024-03-11T14:00:43Z,5.999722222222222,4W-51,18.73,0.16,18.31,0.41,712.4291999999999,14.137200000000004,3,4W-5,4W
20240311_0000_007,2024-03-11T16:00:46Z,2024-03-11T20:00:45Z,3.999722222222222,4T-22,113.87,1.23,111.34,2.58,4332.4092,89.5356,3,4T-2,4T
20240311_0000_008,2024-03-11T16:00:46Z,2024-03-11T20:00:45Z,3.999722222222222,5S-11,22.77,0.44,22.26,0.63,866.2248,22.705200000000005,3,5S-1,5S
20240311_0000_009,2024-03-11T16:00:46Z,2024-03-11T20:00:45Z,3.999722222222222,5W-26,40.87,0.89,39.96,1.2,1555.092,43.2684,3,5W-2,5W
20240311_0000_010,2024-03-11T20:54:33Z,2024-03-11T20:55:18Z,0.0125,3W-12,0.13,0.01,0.12,0.01,4.712400000000001,0.4284,1,3W-1,3W
20240311_0000_011,2024-03-11T20:55:22Z,2024-03-11T20:55:59Z,0.010277777777777778,3W-32,0.13,0.01,0.13,0.01,4.712400000000001,0.4284,1,3W-3,3W
20240311_0000_012,2024-03-11T20:55:26Z,2024-03-11T20:56:16Z,0.013888888888888888,3W-21,0.13,0.01,0.13,0.01,4.712400000000001,0.4284,1,3W-2,3W
20240311_0000_013,2024-03-11T20:55:28Z,2024-03-11T20:56:15Z,0.013055555555555556,3W-22,0.13,0.01,0.13,0.01,4.712400000000001,0.4284,1,3W-2,3W
20240311_0000_014,2024-03-11T20:56:16Z,2024-03-11T20:57:02Z,0.012777777777777779,3W-11,17,9.7,16.72,9.54,656.7372,374.85,1,3W-1,3W
20240311_0000_015,2024-03-11T20:56:17Z,2024-03-11T20:57:04Z,0.013055555555555556,3W-31,15.22,13.02,14.96,12.8,588.1932,502.9416000000001,1,3W-3,3W
20240311_0000_016,2024-03-11T20:56:39Z,2024-03-11T20:56:55Z,0.0044444444444444444,3W-12,19.7,3.66,19.36,3.6,760.8384000000001,141.37199999999999,1,3W-1,3W
20240311_0000_017,2024-03-11T20:57:17Z,2024-03-11T20:57:59Z,0.011666666666666667,3S-14,27.47,0.2,27.01,0.21,1061.5752000000002,8.1396,1,3S-1,3S
20240311_0000_018,2024-03-11T20:57:19Z,2024-03-11T20:57:59Z,0.011111111111111112,3S-13,27.44,0.13,26.98,0.15,1060.2900000000002,5.5692,1,3S-1,3S
20240311_0000_019,2024-03-11T20:57:20Z,2024-03-11T20:58:00Z,0.011111111111111112,3S-11,27.43,0.14,26.96,0.15,1059.8616,5.997600000000001,1,3S-1,3S
20240311_0000_020,2024-03-11T20:58:00Z,2024-03-11T20:58:57Z,0.015833333333333335,3S-22,34.39,0.34,33.81,0.34,1328.8968,13.280400000000002,1,3S-2,3S
20240311_0000_021,2024-03-11T20:58:00Z,2024-03-11T20:58:56Z,0.015555555555555555,3S-23,34.4,0.32,33.82,0.32,1329.3252000000002,12.4236,1,3S-2,3S
20240311_0000_022,2024-03-11T20:58:01Z,2024-03-11T20:58:57Z,0.015555555555555555,3S-21,34.38,0.33,33.8,0.33,1328.4684000000002,12.852,1,3S-2,3S
20240311_0000_023,2024-03-11T20:58:54Z,2024-03-11T20:59:09Z,0.004166666666666667,3W-12,15.03,15.93,14.78,15.66,580.9104,615.6108,1,3W-1,3W
20240311_0000_024,2024-03-11T20:58:55Z,2024-03-11T20:59:12Z,0.004722222222222222,3W-31,15.99,13.45,15.72,13.22,617.7528,519.6492000000001,1,3W-3,3W
20240311_0000_025,2024-03-11T20:58:55Z,2024-03-11T20:59:10Z,0.004166666666666667,3W-11,16.31,13.98,16.03,13.75,630.1764000000001,540.2124,1,3W-1,3W
20240311_0000_026,2024-03-11T20:59:16Z,2024-03-11T21:00:43Z,0.024166666666666666,3T-12,73.79,0.06,72.55,0.18,2851.002,6.426,1,3T-1,3T
20240311_0000_027,2024-03-11T20:59:17Z,2024-03-11T21:00:45Z,0.024444444444444446,3T-21,73.79,0.06,72.55,0.18,2851.002,6.426,1,3T-2,3T
20240311_0000_028,2024-03-11T20:59:52Z,2024-03-11T21:01:47Z,0.03194444444444444,6S-13,6.35,0.43,6.24,0.43,245.0448,16.7076,1,6S-1,6S
20240311_0000_029,2024-03-11T20:59:53Z,2024-03-11T21:01:49Z,0.03222222222222222,6S-11,6.35,0.46,6.25,0.45,245.47320000000005,17.9928,1,6S-1,6S
20240311_0000_030,2024-03-11T20:59:53Z,2024-03-11T21:01:48Z,0.03194444444444444,6S-14,6.34,0.41,6.23,0.4,245.0448,15.850800000000003,1,6S-1,6S
20240311_0000_031,2024-03-11T20:59:54Z,2024-03-11T21:01:50Z,0.03222222222222222,6C-114,42.12,21.99,41.41,21.62,1627.4916000000003,849.5172,1,6C-1,6C
20240311_0000_032,2024-03-11T20:59:55Z,2024-03-11T21:01:51Z,0.03222222222222222,6C-116,42.52,22.62,41.8,22.24,1642.9140000000002,873.936,2,6C-1,6C
20240311_0000_033,2024-03-11T20:59:55Z,2024-03-11T21:01:51Z,0.03222222222222222,6C-120,42.52,22.62,41.8,22.24,1642.9140000000002,873.936,2,6C-1,6C
20240311_0000_034,2024-03-11T20:59:56Z,2024-03-11T21:01:53Z,0.0325,6D-116,6.63,3.25,6.52,3.19,256.18320000000006,125.52120000000001,1,6D-1,6D
20240311_0000_035,2024-03-11T20:59:57Z,2024-03-11T21:01:54Z,0.0325,6D-115,6.63,3.25,6.52,3.19,256.18320000000006,125.52120000000001,1,6D-1,6D
20240311_0000_036,2024-03-11T20:59:58Z,2024-03-11T21:01:54Z,0.03222222222222222,6D-11,6.62,3.26,6.51,3.21,255.75480000000005,125.94960000000002,1,6D-1,6D
20240311_0000_037,2024-03-11T21:00:22Z,2024-03-11T21:01:17Z,0.015277777777777777,3W-12,8.76,1.19,8.61,1.17,338.43600000000004,46.26720000000001,1,3W-1,3W
20240311_0000_038,2024-03-11T21:00:24Z,2024-03-11T21:01:17Z,0.014722222222222222,3W-11,8.8,1.21,8.65,1.19,339.7212,46.695600000000006,1,3W-1,3W
20240311_0000_039,2024-03-11T21:00:24Z,2024-03-11T21:01:18Z,0.015,3W-31,8.84,1.26,8.69,1.23,341.43480000000005,48.4092,1,3W-3,3W
20240311_0000_040,2024-03-11T21:00:26Z,2024-03-11T21:01:25Z,0.01638888888888889,3S-14,16.09,0.16,15.82,0.17,621.6084000000001,6.426,1,3S-1,3S
20240311_0000_041,2024-03-11T21:00:27Z,2024-03-11T21:01:25Z,0.01611111111111111,3S-13,16.09,0.16,15.82,0.16,621.6084000000001,6.426,2,3S-1,3S
20240311_0000_042,2024-03-11T21:00:27Z,2024-03-11T21:01:25Z,0.01611111111111111,3S-11,16.09,0.16,15.82,0.16,621.6084000000001,6.426,2,3S-1,3S
20240311_0000_043,2024-03-11T21:00:44Z,2024-03-11T21:01:37Z,0.014722222222222222,3T-22,62.69,3.1,61.63,3.06,2422.1736,119.95200000000001,1,3T-2,3T
20240311_0000_044,2024-03-11T21:00:46Z,2024-03-11T21:01:37Z,0.014166666666666666,3T-11,62.49,2.91,61.44,2.87,2414.4624000000003,112.66919999999999,1,3T-1,3T
20240311_0000_045,2024-03-11T21:01:18Z,2024-03-11T21:02:47Z,0.024722222222222222,3W-32,22.29,2.28,21.92,2.24,861.0840000000002,88.2504,1,3W-3,3W
20240311_0000_046,2024-03-11T21:01:18Z,2024-03-11T21:02:48Z,0.025,3W-22,22.27,2.29,21.89,2.26,860.2272,88.6788,1,3W-2,3W
20240311_0000_047,2024-03-11T21:01:19Z,2024-03-11T21:02:48Z,0.024722222222222222,3W-21,22.21,2.12,21.84,2.08,858.0852000000001,81.8244,1,3W-2,3W
20240311_0000_048,2024-03-11T21:01:26Z,2024-03-11T21:02:51Z,0.02361111111111111,3S-21,29.05,0.16,28.56,0.18,1122.408,6.8544,1,3S-2,3S
20240311_0000_049,2024-03-11T21:01:26Z,2024-03-11T21:02:50Z,0.023333333333333334,3S-22,29.05,0.16,28.56,0.17,1122.408,6.8544,1,3S-2,3S
20240311_0000_050,2024-03-11T21:01:26Z,2024-03-11T21:02:49Z,0.023055555555555555,3S-23,29.05,0.16,28.56,0.17,1122.408,6.8544,1,3S-2,3S
20240311_0000_051,2024-03-11T21:01:48Z,2024-03-11T21:02:52Z,0.017777777777777778,6S-13,5.84,0.03,5.74,0.03,225.33839999999998,1.2852000000000001,1,6S-1,6S
20240311_0000_052,2024-03-11T21:01:49Z,2024-03-11T21:02:53Z,0.017777777777777778,6S-12,5.84,0.02,5.74,0.03,225.33839999999998,1.2852000000000001,1,6S-1,6S
20240311_0000_053,2024-03-11T21:01:50Z,2024-03-11T21:02:53Z,0.0175,6S-11,5.84,0.03,5.74,0.03,225.33839999999998,1.2852000000000001,1,6S-1,6S
20240311_0000_054,2024-03-11T21:01:51Z,2024-03-11T21:02:59Z,0.01888888888888889,6C-115,74.08,1.99,72.83,1.96,2862.1404000000002,77.11200000000001,1,6C-1,6C
20240311_0000_055,2024-03-11T21:01:52Z,2024-03-11T21:03:00Z,0.01888888888888889,6C-118,74.28,2.95,73.03,2.9,2869.8516,113.9544,2,6C-1,6C
20240311_0000_056,2024-03-11T21:01:52Z,2024-03-11T21:03:00Z,0.01888888888888889,6C-119,74.28,2.95,73.03,2.9,2869.8516,113.9544,2,6C-1,6C
