tc_EventID,tc_ExpStartDatetime.UTC,tc_ExpEndDatetime.UTC,tc_ExpDurationHrs,tc_EPID,BFE_slpm,BFU_slpm,THCFlowAvg_slpm,THCFlowUncertainty_slpm,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpEPCount,tc_EquipmentUnitID,tc_EquipmentGroupID
20240324_0000_001,2024-03-24T06:00:45Z,2024-03-24T10:20:44Z,4.333055555555555,4W-51,14.58,0.14,14.25,0.32,554.778,11.1384,1,4W-5,4W
20240324_0000_002,2024-03-24T12:50:47Z,2024-03-24T15:45:47Z,2.9166666666666665,4S-42,8.95,0.22,8.75,0.28,340.57800000000003,10.281600000000001,1,4S-4,4S
20240324_0000_003,2024-03-24T18:45:48Z,2024-03-24T22:23:48Z,3.6333333333333333,4W-33,23.07,0.27,22.56,0.53,877.7916,18.4212,1,4W-3,4W
20240325_0000_000,2024-03-25T00:23:49Z,2024-03-25T04:00:48Z,3.616388888888889,5W-31,12.93,0.09,12.65,0.27,492.23160000000007,9.424800000000001,1,5W-3,5W
20240325_0000_001,2024-03-25T00:23:50Z,2024-03-25T04:00:48Z,3.616111111111111,4T-11,4.85,0.05,4.74,0.11,184.212,3.8556000000000004,1,4T-1,4T
20240325_0000_002,2024-03-25T06:00:50Z,2024-03-25T09:03:50Z,3.05,5W-22,18,0.17,17.6,0.4,685.0116,13.7088,1,5W-2,5W
20240325_0000_003,2024-03-25T06:00:51Z,2024-03-25T09:03:49Z,3.0494444444444446,4S-12,9.38,0.12,9.17,0.22,356.85720000000003,7.711200000000001,1,4S-1,4S
20240325_0000_004,2024-03-25T12:03:52Z,2024-03-25T14:55:51Z,2.866388888888889,4S-23,15.78,0.13,15.43,0.34,600.1884,11.566800000000002,1,4S-2,4S
20240326_0000_000,2024-03-26T00:00:07Z,2024-03-26T04:00:02Z,3.998611111111111,4S-22,17.1,0.27,16.72,0.43,650.3112,15.422400000000001,3,4S-2,4S
20240326_0000_001,2024-03-26T00:00:07Z,2024-03-26T04:00:02Z,3.998611111111111,5S-28,16.95,0.3,16.58,0.45,645.1704000000001,16.2792,3,5S-2,5S
20240326_0000_002,2024-03-26T00:00:07Z,2024-03-26T04:00:02Z,3.998611111111111,5W-17,17.15,0.17,16.77,0.38,652.4532,13.280400000000002,3,5W-1,5W
20240326_0000_003,2024-03-26T06:00:04Z,2024-03-26T07:25:02Z,1.416111111111111,4T-11,4.66,0.16,4.56,0.18,177.3576,6.8544,2,4T-1,4T
20240326_0000_004,2024-03-26T06:00:04Z,2024-03-26T07:25:02Z,1.416111111111111,5S-12,41.06,1.15,40.15,1.4,1562.3748,51.836400000000005,2,5S-1,5S
20240326_0000_005,2024-03-26T07:55:05Z,2024-03-26T10:50:04Z,2.9163888888888887,4T-32,4.76,0.06,4.66,0.11,181.21320000000003,3.8556000000000004,2,4T-3,4T
20240326_0000_006,2024-03-26T07:55:05Z,2024-03-26T10:50:04Z,2.9163888888888887,4W-12,27.65,0.21,27.03,0.59,1051.7220000000002,20.1348,2,4W-1,4W
20240326_0000_007,2024-03-26T11:50:06Z,2024-03-26T14:45:05Z,2.9163888888888887,4T-11,2.46,0.05,2.4,0.07,93.39120000000001,2.5704000000000002,2,4T-1,4T
20240326_0000_008,2024-03-26T11:50:06Z,2024-03-26T14:45:06Z,2.9166666666666665,4W-31,11.96,0.19,11.7,0.3,454.96079999999995,10.71,2,4W-3,4W
20240326_0000_009,2024-03-26T11:50:06Z,2024-03-26T14:45:06Z,2.9166666666666665,5S-27,21.57,0.36,21.09,0.56,820.8144000000001,19.706400000000002,2,5S-2,5S
20240326_0000_010,2024-03-26T11:50:06Z,2024-03-26T14:45:05Z,2.9163888888888887,5W-13,11.57,0.14,11.31,0.27,440.3952,9.424800000000001,2,5W-1,5W
20240326_0000_011,2024-03-26T15:45:07Z,2024-03-26T22:00:06Z,6.249722222222222,4S-21,41.72,0.96,40.79,1.26,1587.222,45.838800000000006,1,4S-2,4S
20240326_0000_012,2024-03-26T15:45:07Z,2024-03-26T22:00:07Z,6.25,4T-31,70.68,2.02,69.1,2.43,2689.0668,90.3924,2,4T-3,4T
20240326_0000_013,2024-03-26T15:45:07Z,2024-03-26T22:00:07Z,6.25,5S-12,49.49,1.65,48.39,1.9,1882.8180000000002,71.1144,2,5S-1,5S
20240326_0000_014,2024-03-26T15:45:08Z,2024-03-26T22:00:06Z,6.249444444444444,5W-21,24.36,0.6,23.82,0.76,927.0576000000001,27.846000000000004,1,5W-2,5W
20240327_0000_000,2024-03-27T00:00:06Z,2024-03-27T04:00:08Z,4.000555555555556,4S-43,14.85,0.42,14.52,0.51,565.0596,18.849600000000002,1,4S-4,4S
20240327_0000_001,2024-03-27T00:00:06Z,2024-03-27T04:00:09Z,4.0008333333333335,5W-18,24.5,0.49,23.96,0.69,932.1984000000002,24.8472,1,5W-1,5W
20240327_0000_002,2024-03-27T06:00:12Z,2024-03-27T11:40:12Z,5.666666666666667,4T-32,6.79,0.1,6.64,0.17,258.3252,5.997600000000001,1,4T-3,4T
20240327_0000_003,2024-03-27T06:00:13Z,2024-03-27T11:40:11Z,5.666111111111111,5W-17,17.05,0.17,16.67,0.38,648.59760000000006,13.280400000000002,1,5W-1,5W
20240327_0000_004,2024-03-27T14:40:16Z,2024-03-27T19:10:15Z,4.499722222222222,5S-14,15.77,0.63,15.42,0.7,600.1884,26.560800000000004,1,5S-1,5S
20240327_0000_005,2024-03-27T14:40:17Z,2024-03-27T19:10:15Z,4.499444444444444,4W-12,14.77,0.39,14.44,0.48,562.0608,17.5644,1,4W-1,4W
20240327_0000_006,2024-03-27T14:40:17Z,2024-03-27T19:10:16Z,4.499722222222222,5W-11,18.5,0.39,18.09,0.54,703.8612,19.278000000000002,1,5W-1,5W
20240327_0000_007,2024-03-27T21:10:18Z,2024-03-27T23:10:18Z,2,5S-12,48.08,1.21,47.01,1.53,1829.2680000000003,56.12040000000001,1,5S-1,5S
20240327_0000_008,2024-03-27T21:10:19Z,2024-03-27T23:10:18Z,1.9997222222222222,4S-21,41.09,0.64,40.18,1.04,1563.2316,36.8424,1,4S-2,4S
20240328_0000_000,2024-03-28T01:10:20Z,2024-03-28T04:30:20Z,3.3333333333333335,4T-11,13.93,0.24,13.62,0.36,529.9308,12.852,1,4T-1,4T
20240328_0000_001,2024-03-28T06:00:23Z,2024-03-28T07:20:21Z,1.3327777777777778,4W-27,25.34,0.26,24.78,0.57,964.3284000000001,19.706400000000002,1,4W-2,4W
20240328_0000_002,2024-03-28T07:50:24Z,2024-03-28T09:05:24Z,1.25,4S-43,15.1,0.28,14.76,0.41,574.4844,14.565600000000003,1,4S-4,4S
20240328_0000_003,2024-03-28T07:50:25Z,2024-03-28T09:05:24Z,1.2497222222222222,5W-18,24.81,0.31,24.25,0.59,943.7652,20.563200000000002,1,5W-1,5W
20240328_0000_004,2024-03-28T09:35:27Z,2024-03-28T13:12:26Z,3.616388888888889,4T-32,6.7,0.1,6.55,0.17,254.89800000000002,5.997600000000001,1,4T-3,4T
20240328_0000_005,2024-03-28T09:35:28Z,2024-03-28T13:12:26Z,3.616111111111111,5S-27,33.1,0.56,32.36,0.86,1259.0676,30.844800000000003,1,5S-2,5S
20240328_0000_007,2024-03-28T15:12:29Z,2024-03-28T18:05:27Z,2.8827777777777777,4S-21,40.73,0.87,39.82,1.18,1549.5228000000002,42.84,1,4S-2,4S
20240328_0000_008,2024-03-28T19:35:32Z,2024-03-28T22:30:32Z,2.9166666666666665,4W-11,95.02,0.79,92.91,2.06,3615.2676000000006,70.2576,1,4W-1,4W
20240329_0000_000,2024-03-29T00:30:34Z,2024-03-29T03:00:33Z,2.499722222222222,4T-11,6.54,0.16,6.4,0.2,248.90040000000002,7.282800000000002,2,4T-1,4T
20240329_0000_001,2024-03-29T00:30:34Z,2024-03-29T03:00:33Z,2.499722222222222,4W-12,27.04,0.45,26.44,0.7,1028.5884,24.8472,2,4W-1,4W
20240329_0000_002,2024-03-29T06:00:36Z,2024-03-29T14:00:36Z,8,4T-11,2.39,0.04,2.34,0.06,90.82080000000002,2.1420000000000003,2,4T-1,4T
20240329_0000_003,2024-03-29T06:00:36Z,2024-03-29T14:00:36Z,8,4W-12,27.26,0.21,26.66,0.59,1037.1564,20.1348,2,4W-1,4W
20240329_0000_004,2024-03-29T06:00:36Z,2024-03-29T14:00:35Z,7.999722222222222,5W-16,11.06,0.08,10.82,0.24,420.68880000000007,8.1396,1,5W-1,5W
20240329_0000_005,2024-03-29T06:00:37Z,2024-03-29T14:00:35Z,7.999444444444444,5S-25,8.2,0.14,8.02,0.21,312.3036,7.711200000000001,1,5S-2,5S
20240329_0000_006,2024-03-29T18:00:38Z,2024-03-29T21:05:37Z,3.0830555555555557,4W-27,51.09,0.74,49.96,1.25,1944.0792000000004,44.1252,1,4W-2,4W
20240329_0000_007,2024-03-29T18:00:39Z,2024-03-29T21:05:37Z,3.082777777777778,4T-12,187.93,3,183.74,4.78,7149.996000000001,169.64640000000003,1,4T-1,4T
20240330_0000_000,2024-03-30T00:05:42Z,2024-03-30T04:30:40Z,4.416111111111111,4T-32,13.89,0.14,13.58,0.31,528.2172,10.71,1,4T-3,4T
20240330_0000_001,2024-03-30T06:00:44Z,2024-03-30T10:35:42Z,4.582777777777777,4T-11,2.38,0.04,2.33,0.06,90.82080000000002,2.1420000000000003,1,4T-1,4T
20240330_0000_002,2024-03-30T06:00:44Z,2024-03-30T10:35:43Z,4.583055555555555,5S-28,16.13,0.13,15.77,0.35,613.8972,11.995200000000002,1,5S-2,5S
20240330_0000_003,2024-03-30T11:35:47Z,2024-03-30T16:30:45Z,4.916111111111111,5W-21,40.01,0.43,39.12,0.91,1522.1052000000002,31.273200000000003,1,5W-2,5W
20240330_0000_004,2024-03-30T18:30:48Z,2024-03-30T21:30:47Z,2.999722222222222,4S-44,8.03,0.22,7.85,0.27,305.4492,9.853200000000001,3,4S-4,4S
20240330_0000_005,2024-03-30T18:30:48Z,2024-03-30T21:30:47Z,2.999722222222222,4T-32,2.34,0.04,2.29,0.06,89.1072,2.1420000000000003,3,4T-3,4T
20240330_0000_006,2024-03-30T18:30:48Z,2024-03-30T21:30:47Z,2.999722222222222,5S-12,19.51,0.46,19.08,0.6,742.4172,21.8484,3,5S-1,5S
20240331_0000_000,2024-03-31T00:30:49Z,2024-03-31T06:00:48Z,5.499722222222222,4T-11,13.72,0.32,13.42,0.41,522.2196,14.994000000000002,1,4T-1,4T
20240331_0000_001,2024-03-31T10:00:51Z,2024-03-31T13:55:51Z,3.9166666666666665,4T-32,2.4,0.04,2.35,0.06,91.2492,2.1420000000000003,1,4T-3,4T
20240331_0000_002,2024-03-31T10:00:51Z,2024-03-31T13:55:50Z,3.9163888888888887,4W-11,25.12,0.19,24.56,0.54,955.7604000000001,18.4212,1,4W-1,4W
20240331_0000_003,2024-03-31T14:55:53Z,2024-03-31T16:15:53Z,1.3333333333333333,5S-27,20.29,0.25,19.84,0.48,771.9768,16.7076,1,5S-2,5S
20240331_0000_004,2024-03-31T14:55:53Z,2024-03-31T16:15:52Z,1.3330555555555557,5W-18,24.16,0.19,23.63,0.52,919.3464000000001,17.5644,1,5W-1,5W
20240331_0000_005,2024-03-31T18:15:57Z,2024-04-01T00:00:04Z,5.735277777777778,4W-27,24.85,0.19,24.3,0.53,945.4788,17.9928,1,4W-2,4W
20240401_0000_000,2024-04-01T00:00:04Z,2024-04-01T00:00:55Z,0.014166666666666666,4W-27,24.929,0.13,24.375,0.516,948.52044,17.350200000000005,1,4W-2,4W
20240401_0000_001,2024-04-01T02:01:00Z,2024-04-01T04:30:59Z,2.499722222222222,4S-43,14.679,0.121,14.353,0.318,558.50508,10.83852,2,4S-4,4S
20240401_0000_002,2024-04-01T02:01:00Z,2024-04-01T04:30:59Z,2.499722222222222,5S-12,20.174,0.198,19.725,0.449,767.56428,15.422400000000001,2,5S-1,5S
20240401_0000_003,2024-04-01T06:01:03Z,2024-04-01T13:11:03Z,7.166666666666667,5S-27,20.193,0.219,19.744,0.458,768.2925600000001,15.850800000000003,1,5S-2,5S
20240401_0000_004,2024-04-01T15:11:06Z,2024-04-01T19:31:05Z,4.333055555555555,4T-22,185.466,1.692,181.34,4.076,7056.56196,139.61556,1,4T-2,4T
20240402_0000_000,2024-04-02T00:00:00Z,2024-04-02T05:30:05Z,5.501388888888889,4S-31,8.6,0.19,8.4,0.25,326.86920000000003,8.9964,1,4S-3,4S
20240402_0000_001,2024-04-02T00:00:06Z,2024-04-02T05:30:05Z,5.499722222222222,4T-32,2.38,0.05,2.33,0.07,90.3924,2.1420000000000003,3,4T-3,4T
20240402_0000_002,2024-04-02T00:00:06Z,2024-04-02T05:30:05Z,5.499722222222222,5S-25,8.15,0.2,7.97,0.26,310.1616,9.424800000000001,3,5S-2,5S
20240402_0000_003,2024-04-02T00:00:06Z,2024-04-02T05:30:05Z,5.499722222222222,5W-13,11.05,0.13,10.8,0.26,420.26040000000006,8.9964,3,5W-1,5W
20240402_0000_005,2024-04-02T06:00:06Z,2024-04-02T13:15:05Z,7.249722222222222,4W-12,14.28,0.54,13.97,0.6,543.6396,22.705200000000005,1,4W-1,4W
20240402_0000_006,2024-04-02T06:00:07Z,2024-04-02T13:15:06Z,7.249722222222222,4T-11,2.42,0.05,2.37,0.07,92.106,2.5704000000000002,1,4T-1,4T
20240402_0000_007,2024-04-02T15:15:08Z,2024-04-02T21:10:08Z,5.916666666666667,5S-27,39.02,1.18,38.15,1.4,1484.406,51.836400000000005,2,5S-2,5S
20240402_0000_008,2024-04-02T15:15:08Z,2024-04-02T21:10:08Z,5.916666666666667,5W-21,52.59,1.26,51.42,1.63,2001.0564000000002,59.5476,2,5W-2,5W
20240402_0000_009,2024-04-02T23:10:10Z,2024-04-02T23:30:10Z,0.3333333333333333,4T-22,183.51,1.48,179.43,3.96,6982.0632000000005,134.94600000000003,1,4T-2,4T
20240403_0000_000,2024-04-03T01:30:13Z,2024-04-03T06:00:12Z,4.499722222222222,5S-15,6.63,0.1,6.49,0.17,252.3276,5.997600000000001,1,5S-1,5S
20240403_0000_001,2024-04-03T01:30:13Z,2024-04-03T06:00:13Z,4.5,5W-16,10.34,0.08,10.11,0.22,393.2712,7.711200000000001,1,5W-1,5W
20240403_0000_002,2024-04-03T07:30:17Z,2024-04-03T15:25:16Z,7.916388888888889,5S-25,8.1,0.27,7.92,0.31,308.44800000000004,11.566800000000002,1,5S-2,5S
20240403_0000_003,2024-04-03T07:30:17Z,2024-04-03T15:25:17Z,7.916666666666667,5W-13,11.02,0.19,10.78,0.29,419.4036,10.281600000000001,1,5W-1,5W
20240403_0000_004,2024-04-03T18:25:20Z,2024-04-03T18:45:20Z,0.3333333333333333,4W-11,94.28,1.48,92.19,2.38,3587.4216,84.3948,2,4W-1,4W
20240403_0000_005,2024-04-03T18:25:20Z,2024-04-03T18:45:20Z,0.3333333333333333,5S-27,37.91,1.04,37.07,1.27,1442.4228000000003,47.12400000000001,2,5S-2,5S
20240403_0000_006,2024-04-03T20:15:23Z,2024-04-04T00:00:01Z,3.743888888888889,4S-21,40.01,0.37,39.12,0.88,1522.1052000000002,29.988000000000003,1,4S-2,4S
20240403_0000_007,2024-04-03T20:15:24Z,2024-04-04T00:00:01Z,3.743611111111111,5W-21,38.26,0.29,37.41,0.82,1455.7032,27.846000000000004,1,5W-2,5W
20240404_0000_000,2024-04-04T00:00:01Z,2024-04-04T00:00:23Z,0.006111111111111111,4S-21,40.13,0.2,39.24,0.83,1526.8176,27.846000000000004,2,4S-2,4S
20240404_0000_001,2024-04-04T00:00:01Z,2024-04-04T00:00:23Z,0.006111111111111111,5W-21,38.43,0.19,37.58,0.79,1462.5576,26.560800000000004,2,5W-2,5W
20240404_0000_002,2024-04-04T01:00:26Z,2024-04-04T06:00:25Z,4.999722222222222,5W-18,35.17,0.57,34.38,0.9,1337.8932000000002,31.701600000000006,1,5W-1,5W
20240404_0000_003,2024-04-04T08:00:30Z,2024-04-04T14:10:29Z,6.166388888888889,4T-32,2.39,0.06,2.34,0.07,91.2492,2.5704000000000002,2,4T-3,4T
20240404_0000_004,2024-04-04T08:00:30Z,2024-04-04T14:10:29Z,6.166388888888889,4W-12,19.55,0.25,19.11,0.46,743.7024,16.2792,2,4W-1,4W
20240404_0000_005,2024-04-04T16:10:31Z,2024-04-04T19:55:30Z,3.749722222222222,4S-22,15.22,0.26,14.88,0.4,579.1968,14.137200000000004,1,4S-2,4S
20240404_0000_006,2024-04-04T16:10:31Z,2024-04-04T19:55:31Z,3.75,4T-12,182.15,1.84,178.1,4.08,6930.655200000001,140.0868,2,4T-1,4T
20240404_0000_007,2024-04-04T16:10:31Z,2024-04-04T19:55:31Z,3.75,4W-27,65.5,0.6,64.04,1.44,2492.0028,49.266,2,4W-2,4W
20240404_0000_008,2024-04-04T21:25:35Z,2024-04-04T23:05:34Z,1.666388888888889,4W-11,24.6,0.19,24.05,0.53,936.0540000000002,17.9928,1,4W-1,4W
20240405_0000_000,2024-04-05T00:05:37Z,2024-04-05T02:56:36Z,2.8497222222222223,4S-31,7.89,0.37,7.71,0.39,299.88000000000005,14.994000000000002,2,4S-3,4S
20240405_0000_001,2024-04-05T00:05:37Z,2024-04-05T02:56:36Z,2.8497222222222223,4T-11,2.33,0.05,2.28,0.07,88.6788,2.5704000000000002,2,4T-1,4T
20240405_0000_002,2024-04-05T03:56:39Z,2024-04-05T05:00:39Z,1.0666666666666667,5S-15,7.62,0.21,7.45,0.26,290.0268,9.424800000000001,1,5S-1,5S
20240405_0000_003,2024-04-05T03:56:40Z,2024-04-05T05:00:38Z,1.066111111111111,4W-31,12.65,0.14,12.37,0.29,481.52160000000003,9.853200000000001,1,4W-3,4W
20240405_0000_004,2024-04-05T06:00:43Z,2024-04-05T08:30:42Z,2.499722222222222,4S-31,7.45,0.2,7.28,0.25,283.17240000000004,8.9964,3,4S-3,4S
20240405_0000_005,2024-04-05T06:00:43Z,2024-04-05T08:30:42Z,2.499722222222222,4T-11,2.37,0.04,2.31,0.06,89.96400000000001,2.1420000000000003,3,4T-1,4T
20240405_0000_006,2024-04-05T06:00:43Z,2024-04-05T08:30:41Z,2.4994444444444444,4W-31,12.35,0.15,12.07,0.29,469.9548000000001,10.281600000000001,2,4W-3,4W
20240405_0000_007,2024-04-05T06:00:43Z,2024-04-05T08:30:42Z,2.499722222222222,5S-25,6.75,0.22,6.6,0.25,256.61160000000007,9.424800000000001,3,5S-2,5S
20240405_0000_008,2024-04-05T06:00:43Z,2024-04-05T08:30:41Z,2.4994444444444444,5W-16,10.38,0.11,10.15,0.24,394.98480000000006,8.1396,2,5W-1,5W
20240405_0000_009,2024-04-05T09:30:46Z,2024-04-05T16:15:44Z,6.749444444444444,5W-13,10.31,0.24,10.08,0.31,391.98600000000005,11.566800000000002,1,5W-1,5W
20240405_0000_010,2024-04-05T19:15:48Z,2024-04-05T21:15:47Z,1.9997222222222222,4S-21,39.52,0.45,38.64,0.91,1503.6840000000002,31.273200000000003,2,4S-2,4S
20240405_0000_011,2024-04-05T19:15:48Z,2024-04-05T21:15:47Z,1.9997222222222222,5S-12,36.37,0.76,35.57,1.05,1384.1604000000002,37.699200000000005,2,5S-1,5S
20240405_0000_012,2024-04-05T23:15:51Z,2024-04-06T00:00:06Z,0.7375,4W-27,50.1,0.39,48.98,1.08,1905.9516000000003,36.414,2,4W-2,4W
20240405_0000_013,2024-04-05T23:15:51Z,2024-04-06T00:00:06Z,0.7375,5W-21,16.35,0.14,15.98,0.35,622.0368,11.995200000000002,2,5W-2,5W
20240405_0000_014,2024-04-05T23:15:52Z,2024-04-06T00:00:06Z,0.7372222222222222,5S-28,15.33,0.24,14.99,0.39,583.4808,13.7088,1,5S-2,5S
20240406_0000_000,2024-04-06T00:00:06Z,2024-04-06T00:00:51Z,0.0125,4W-27,49.87,3.34,48.76,3.41,1897.3836000000001,131.09040000000002,3,4W-2,4W
20240406_0000_001,2024-04-06T00:00:06Z,2024-04-06T00:00:51Z,0.0125,5S-28,15.42,0.1,15.08,0.33,586.4796,11.1384,3,5S-2,5S
20240406_0000_002,2024-04-06T00:00:06Z,2024-04-06T00:00:51Z,0.0125,5W-21,16.42,0.1,16.05,0.34,624.6072,11.566800000000002,3,5W-2,5W
20240406_0000_003,2024-04-06T01:30:53Z,2024-04-06T05:00:52Z,3.499722222222222,4T-32,2.33,0.04,2.28,0.06,88.6788,2.1420000000000003,1,4T-3,4T
20240406_0000_004,2024-04-06T01:30:54Z,2024-04-06T05:00:52Z,3.4994444444444444,4S-44,7.19,0.16,7.03,0.21,273.7476,7.711200000000001,1,4S-4,4S
20240406_0000_005,2024-04-06T06:00:56Z,2024-04-06T12:15:56Z,6.25,4S-44,7.6,0.32,7.43,0.35,289.17,13.280400000000002,1,4S-4,4S
20240406_0000_006,2024-04-06T06:00:57Z,2024-04-06T12:15:55Z,6.249444444444444,4T-11,2.39,0.06,2.33,0.07,90.82080000000002,2.5704000000000002,1,4T-1,4T
20240406_0000_007,2024-04-06T16:15:59Z,2024-04-06T21:05:48Z,4.830277777777778,4T-32,15.97,0.37,15.62,0.48,607.4712000000001,17.5644,1,4T-3,4T
20240408_1524_000,2024-04-08T18:51:36Z,2024-04-08T18:52:25Z,0.01361111111111111,4S-21,74.61,1.03,72.95,1.81,2838.5784000000003,63.40320000000001,1,4S-2,4S
20240408_1524_001,2024-04-08T18:52:26Z,2024-04-08T22:00:57Z,3.1419444444444444,4S-21,68.61,1.5,67.09,2.01,2610.6696,73.25640000000001,1,4S-2,4S
20240409_0000_000,2024-04-09T00:00:04Z,2024-04-09T04:30:07Z,4.5008333333333335,4S-22,16.48,0.66,16.12,0.72,627.1776,27.4176,2,4S-2,4S
20240409_0000_001,2024-04-09T00:00:04Z,2024-04-09T04:30:07Z,4.5008333333333335,5S-28,16.24,0.69,15.88,0.75,618.1812,28.274400000000007,2,5S-2,5S
20240409_0000_002,2024-04-09T06:00:09Z,2024-04-09T08:50:08Z,2.8330555555555557,4S-44,7.91,0.14,7.74,0.21,301.1652,7.282800000000002,1,4S-4,4S
20240409_0000_003,2024-04-09T09:20:10Z,2024-04-09T15:25:10Z,6.083333333333333,4T-32,2.46,0.11,2.4,0.12,93.39120000000001,4.712400000000001,1,4T-3,4T
20240409_0000_004,2024-04-09T09:20:11Z,2024-04-09T15:25:10Z,6.083055555555555,5S-15,5.83,0.36,5.7,0.37,221.9112,14.137200000000004,1,5S-1,5S
20240409_0000_005,2024-04-09T18:25:14Z,2024-04-09T21:40:13Z,3.249722222222222,4W-27,66.4,0.6,64.92,1.46,2526.2748,50.1228,3,4W-2,4W
20240409_0000_006,2024-04-09T18:25:14Z,2024-04-09T21:40:13Z,3.249722222222222,5S-14,15.45,0.25,15.11,0.4,587.7648,14.137200000000004,3,5S-1,5S
20240409_0000_007,2024-04-09T18:25:14Z,2024-04-09T21:40:13Z,3.249722222222222,5W-21,23.64,0.26,23.12,0.54,899.64,18.4212,3,5W-2,5W
20240409_0000_008,2024-04-09T18:25:15Z,2024-04-09T21:40:12Z,3.2491666666666665,4T-12,84.49,0.8,82.61,1.87,3214.7136000000005,63.8316,1,4T-1,4T
20240410_0000_000,2024-04-10T00:40:16Z,2024-04-10T04:00:15Z,3.3330555555555557,4W-12,26.96,0.19,26.36,0.57,1025.5896,19.278000000000002,2,4W-1,4W
20240410_0000_001,2024-04-10T00:40:16Z,2024-04-10T04:00:15Z,3.3330555555555557,5S-28,16.14,0.56,15.78,0.64,614.3256000000001,23.990400000000005,2,5S-2,5S
20240410_0000_002,2024-04-10T06:00:19Z,2024-04-10T13:20:19Z,7.333333333333333,4T-11,2.4,0.04,2.35,0.06,91.67760000000001,2.1420000000000003,2,4T-1,4T
20240410_0000_003,2024-04-10T06:00:19Z,2024-04-10T13:20:19Z,7.333333333333333,5S-25,6.99,0.17,6.83,0.21,266.0364,7.711200000000001,2,5S-2,5S
20240410_0000_004,2024-04-10T16:20:22Z,2024-04-10T16:55:21Z,0.5830555555555555,4T-22,185.61,1.66,181.48,4.06,7062.174,139.23,1,4T-2,4T
20240410_0000_005,2024-04-10T18:25:25Z,2024-04-10T22:15:24Z,3.8330555555555557,5S-27,50.6,0.92,49.47,1.36,1925.2296,48.8376,1,5S-2,5S
20240411_0000_000,2024-04-11T01:15:28Z,2024-04-11T05:00:27Z,3.749722222222222,5S-14,14.56,0.17,14.23,0.34,553.9212,11.566800000000002,2,5S-1,5S
20240411_0000_001,2024-04-11T01:15:28Z,2024-04-11T05:00:27Z,3.749722222222222,5W-17,16.82,0.14,16.44,0.36,640.0296,12.4236,2,5W-1,5W
20240411_0000_002,2024-04-11T01:15:29Z,2024-04-11T05:00:27Z,3.7494444444444444,4T-32,4.53,0.05,4.43,0.11,172.2168,3.8556000000000004,1,4T-3,4T
20240411_0000_003,2024-04-11T06:00:31Z,2024-04-11T13:55:30Z,7.916388888888889,5S-15,7.03,0.32,6.87,0.35,267.3216,13.280400000000002,1,5S-1,5S
20240411_0000_004,2024-04-11T06:00:32Z,2024-04-11T13:55:30Z,7.916111111111111,4T-11,2.41,0.06,2.36,0.08,91.67760000000001,2.9988000000000006,2,4T-1,4T
20240411_0000_005,2024-04-11T06:00:32Z,2024-04-11T13:55:31Z,7.916388888888889,4W-11,25.01,0.21,24.45,0.54,951.4764,18.4212,1,4W-1,4W
20240411_0000_006,2024-04-11T06:00:32Z,2024-04-11T13:55:30Z,7.916111111111111,5W-13,10.65,0.22,10.42,0.3,405.2664000000001,11.1384,2,5W-1,5W
20240411_0000_009,2024-04-11T15:55:33Z,2024-04-11T16:13:02Z,0.29138888888888886,4W-11,95.2,1.79,93.09,2.59,3622.1220000000003,93.39120000000001,1,4W-1,4W
20240412_0000_000,2024-04-12T01:20:38Z,2024-04-12T05:00:37Z,3.6663888888888887,5W-21,40.022,0.43,39.132,0.907,1522.7478000000003,31.358880000000003,1,5W-2,5W
20240412_0000_001,2024-04-12T06:00:41Z,2024-04-12T11:20:40Z,5.333055555555555,5S-12,20.944,0.48,20.478,0.63,796.86684,23.005080000000003,1,5S-1,5S
20240412_0000_002,2024-04-12T06:00:42Z,2024-04-12T11:20:41Z,5.333055555555555,5W-18,17.52,0.307,17.131,0.462,666.5904,16.53624,1,5W-1,5W
20240412_0000_004,2024-04-12T13:20:44Z,2024-04-12T14:10:43Z,0.8330555555555555,4T-12,189.379,2.167,185.166,4.354,7205.430960000001,150.96816,1,4T-1,4T
20240412_0000_005,2024-04-12T16:10:47Z,2024-04-12T20:55:47Z,4.75,4W-27,65.615,0.653,64.155,1.464,2496.501,50.37984,1,4W-2,4W
20240412_0000_006,2024-04-12T16:10:48Z,2024-04-12T20:55:47Z,4.749722222222222,5W-18,34.217,0.522,33.456,0.856,1301.8647600000002,30.28788,1,5W-1,5W
20240412_0000_007,2024-04-12T22:55:50Z,2024-04-13T00:00:05Z,1.0708333333333333,5W-11,15.83,0.099,15.478,0.332,602.28756,11.22408,1,5W-1,5W
20240412_0000_008,2024-04-12T22:55:51Z,2024-04-13T00:00:05Z,1.0705555555555555,4S-22,13.539,0.099,13.238,0.289,515.10816,9.810360000000001,1,4S-2,4S
20240413_0000_000,2024-04-13T00:00:05Z,2024-04-13T00:00:50Z,0.0125,4S-22,13.606,0.073,13.303,0.282,517.67856,9.510480000000001,2,4S-2,4S
20240413_0000_001,2024-04-13T00:00:05Z,2024-04-13T00:00:50Z,0.0125,5W-11,15.873,0.086,15.52,0.33,603.91548,11.09556,2,5W-1,5W
20240413_0000_002,2024-04-13T01:00:55Z,2024-04-13T04:00:53Z,2.9994444444444444,4S-31,7.132,0.206,6.974,0.247,271.39140000000003,9.16776,1,4S-3,4S
